Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees
2020,Liberia,"Syrian Arab Rep.",LBR,SYR,12
2020,Libya,"Syrian Arab Rep.",LBY,SYR,717
2020,Lebanon,"Syrian Arab Rep.",LBN,SYR,865300
2020,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,32
2020,"Sri Lanka","Syrian Arab Rep.",LKA,SYR,5
2020,Lithuania,"Syrian Arab Rep.",LTU,SYR,463
2020,Luxembourg,"Syrian Arab Rep.",LUX,SYR,2069
2020,Latvia,"Syrian Arab Rep.",LVA,SYR,314
2020,Madagascar,"Syrian Arab Rep.",MDG,SYR,5
2020,Mauritania,"Syrian Arab Rep.",MRT,SYR,364
2020,"North Macedonia","Syrian Arab Rep.",MKD,SYR,17
2020,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,190
2020,Mexico,"Syrian Arab Rep.",MEX,SYR,30
2020,Mali,"Syrian Arab Rep.",MLI,SYR,20
2020,Malaysia,"Syrian Arab Rep.",MYS,SYR,407
2020,Montenegro,"Syrian Arab Rep.",MNE,SYR,0
2020,Morocco,"Syrian Arab Rep.",MAR,SYR,4528
2020,Malta,"Syrian Arab Rep.",MLT,SYR,1871
2020,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,35810
2020,Niger,"Syrian Arab Rep.",NER,SYR,5
2020,Nigeria,"Syrian Arab Rep.",NGA,SYR,308
2020,Norway,"Syrian Arab Rep.",NOR,SYR,15311
2020,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2020,"New Zealand","Syrian Arab Rep.",NZL,SYR,72
2020,Oman,"Syrian Arab Rep.",OMN,SYR,8
2020,Pakistan,"Syrian Arab Rep.",PAK,SYR,43
2020,Paraguay,"Syrian Arab Rep.",PRY,SYR,88
2020,Peru,"Syrian Arab Rep.",PER,SYR,42
2020,Philippines,"Syrian Arab Rep.",PHL,SYR,134
2020,Poland,"Syrian Arab Rep.",POL,SYR,237
2020,Portugal,"Syrian Arab Rep.",PRT,SYR,789
2020,Qatar,"Syrian Arab Rep.",QAT,SYR,34
2020,Romania,"Syrian Arab Rep.",ROU,SYR,2002
2020,"South Africa","Syrian Arab Rep.",ZAF,SYR,38
2020,"Russian Federation","Syrian Arab Rep.",RUS,SYR,361
2020,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2020,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,173
2020,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2020,Somalia,"Syrian Arab Rep.",SOM,SYR,603
2020,Spain,"Syrian Arab Rep.",ESP,SYR,14660
2020,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,31
2020,Sudan,"Syrian Arab Rep.",SDN,SYR,93498
2020,Slovakia,"Syrian Arab Rep.",SVK,SYR,21
2020,Slovenia,"Syrian Arab Rep.",SVN,SYR,322
2020,Sweden,"Syrian Arab Rep.",SWE,SYR,114609
2020,Switzerland,"Syrian Arab Rep.",CHE,SYR,19869
2020,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2020,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,5
2020,Thailand,"Syrian Arab Rep.",THA,SYR,226
2020,Togo,"Syrian Arab Rep.",TGO,SYR,16
2020,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,66
2020,Tunisia,"Syrian Arab Rep.",TUN,SYR,1997
2020,Türkiye,"Syrian Arab Rep.",TUR,SYR,3641370
2020,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,383
2020,Uganda,"Syrian Arab Rep.",UGA,SYR,16
2020,Ukraine,"Syrian Arab Rep.",UKR,SYR,491
2020,Uruguay,"Syrian Arab Rep.",URY,SYR,63
2020,"United States of America","Syrian Arab Rep.",USA,SYR,8616
2020,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,32
2020,Yemen,"Syrian Arab Rep.",YEM,SYR,3609
2020,Zambia,"Syrian Arab Rep.",ZMB,SYR,20
2021,Albania,"Syrian Arab Rep.",ALB,SYR,15
2021,Algeria,"Syrian Arab Rep.",DZA,SYR,6659
2021,Angola,"Syrian Arab Rep.",AGO,SYR,0
2021,Egypt,"Syrian Arab Rep.",EGY,SYR,136727
2021,Argentina,"Syrian Arab Rep.",ARG,SYR,433
2021,Armenia,"Syrian Arab Rep.",ARM,SYR,5335
2021,Australia,"Syrian Arab Rep.",AUS,SYR,640
2021,Austria,"Syrian Arab Rep.",AUT,SYR,62408
2021,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,33
2021,Bahrain,"Syrian Arab Rep.",BHR,SYR,5
2021,Belgium,"Syrian Arab Rep.",BEL,SYR,19188
2021,Benin,"Syrian Arab Rep.",BEN,SYR,32
2021,"Burkina Faso","Syrian Arab Rep.",BFA,SYR,5
2021,Belarus,"Syrian Arab Rep.",BLR,SYR,68
2021,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,22
2021,Brazil,"Syrian Arab Rep.",BRA,SYR,3920
2021,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,28
2021,Bulgaria,"Syrian Arab Rep.",BGR,SYR,20067
2021,Canada,"Syrian Arab Rep.",CAN,SYR,190
2021,Chad,"Syrian Arab Rep.",TCD,SYR,48
2021,China,"Syrian Arab Rep.",CHN,SYR,43
2021,Chile,"Syrian Arab Rep.",CHL,SYR,113
2021,Cameroon,"Syrian Arab Rep.",CMR,SYR,5
2021,Congo,"Syrian Arab Rep.",COG,SYR,5
2021,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,12
2021,Colombia,"Syrian Arab Rep.",COL,SYR,11
2021,"Costa Rica","Syrian Arab Rep.",CRI,SYR,5
2021,Cuba,"Syrian Arab Rep.",CUB,SYR,36
2021,Cyprus,"Syrian Arab Rep.",CYP,SYR,10735
2021,Czechia,"Syrian Arab Rep.",CZE,SYR,358
2021,Denmark,"Syrian Arab Rep.",DNK,SYR,19706
2021,Djibouti,"Syrian Arab Rep.",DJI,SYR,14
2021,Ecuador,"Syrian Arab Rep.",ECU,SYR,157
2021,Estonia,"Syrian Arab Rep.",EST,SYR,105
2021,Ethiopia,"Syrian Arab Rep.",ETH,SYR,38
2021,Finland,"Syrian Arab Rep.",FIN,SYR,2660
2021,France,"Syrian Arab Rep.",FRA,SYR,37375
2021,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,11980
2021,Georgia,"Syrian Arab Rep.",GEO,SYR,444
2021,Germany,"Syrian Arab Rep.",DEU,SYR,621740
2021,Ghana,"Syrian Arab Rep.",GHA,SYR,229
2021,Greece,"Syrian Arab Rep.",GRC,SYR,39372
2021,Guinea,"Syrian Arab Rep.",GIN,SYR,14
2021,Croatia,"Syrian Arab Rep.",HRV,SYR,548
2021,Hungary,"Syrian Arab Rep.",HUN,SYR,869
2021,Iceland,"Syrian Arab Rep.",ISL,SYR,195
2021,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,148
2021,India,"Syrian Arab Rep.",IND,SYR,69
2021,Indonesia,"Syrian Arab Rep.",IDN,SYR,20
2021,Ireland,"Syrian Arab Rep.",IRL,SYR,2832
2021,Iraq,"Syrian Arab Rep.",IRQ,SYR,254561
2021,Italy,"Syrian Arab Rep.",ITA,SYR,3527
2021,Jordan,"Syrian Arab Rep.",JOR,SYR,672952
2021,Japan,"Syrian Arab Rep.",JPN,SYR,93
2021,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,14
2021,Kenya,"Syrian Arab Rep.",KEN,SYR,5
2021,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,75
2021,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1250
2021,Kuwait,"Syrian Arab Rep.",KWT,SYR,150
2021,Liberia,"Syrian Arab Rep.",LBR,SYR,27
2021,Libya,"Syrian Arab Rep.",LBY,SYR,492
2021,Lebanon,"Syrian Arab Rep.",LBN,SYR,840929
2021,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,32
2021,Lithuania,"Syrian Arab Rep.",LTU,SYR,463
2021,Luxembourg,"Syrian Arab Rep.",LUX,SYR,2409
2021,Latvia,"Syrian Arab Rep.",LVA,SYR,312
2021,Madagascar,"Syrian Arab Rep.",MDG,SYR,5
2021,Mauritania,"Syrian Arab Rep.",MRT,SYR,368
2021,"North Macedonia","Syrian Arab Rep.",MKD,SYR,17
2021,Monaco,"Syrian Arab Rep.",MCO,SYR,5
2021,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,166
2021,Mexico,"Syrian Arab Rep.",MEX,SYR,34
2021,Mali,"Syrian Arab Rep.",MLI,SYR,24
2021,Malaysia,"Syrian Arab Rep.",MYS,SYR,449
2021,Morocco,"Syrian Arab Rep.",MAR,SYR,5082
2021,Malta,"Syrian Arab Rep.",MLT,SYR,1918
2021,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,39388
2021,Niger,"Syrian Arab Rep.",NER,SYR,5
2021,Nigeria,"Syrian Arab Rep.",NGA,SYR,422
2021,Norway,"Syrian Arab Rep.",NOR,SYR,15865
2021,Nauru,"Syrian Arab Rep.",NRU,SYR,0
2021,"New Zealand","Syrian Arab Rep.",NZL,SYR,72
2021,Oman,"Syrian Arab Rep.",OMN,SYR,8
2021,Pakistan,"Syrian Arab Rep.",PAK,SYR,50
2021,Paraguay,"Syrian Arab Rep.",PRY,SYR,84
2021,Peru,"Syrian Arab Rep.",PER,SYR,47
2021,Philippines,"Syrian Arab Rep.",PHL,SYR,130
2021,Poland,"Syrian Arab Rep.",POL,SYR,254
2021,Portugal,"Syrian Arab Rep.",PRT,SYR,861
2021,Qatar,"Syrian Arab Rep.",QAT,SYR,30
2021,Romania,"Syrian Arab Rep.",ROU,SYR,2258
2021,"South Africa","Syrian Arab Rep.",ZAF,SYR,38
2021,"Russian Federation","Syrian Arab Rep.",RUS,SYR,297
2021,"El Salvador","Syrian Arab Rep.",SLV,SYR,5
2021,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,186
2021,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2021,Somalia,"Syrian Arab Rep.",SOM,SYR,991
2021,Spain,"Syrian Arab Rep.",ESP,SYR,14987
2021,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,45
2021,Sudan,"Syrian Arab Rep.",SDN,SYR,93482
2021,Slovakia,"Syrian Arab Rep.",SVK,SYR,25
2021,Slovenia,"Syrian Arab Rep.",SVN,SYR,326
2021,Sweden,"Syrian Arab Rep.",SWE,SYR,115233
2021,Switzerland,"Syrian Arab Rep.",CHE,SYR,20146
2021,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2021,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,5
2021,Thailand,"Syrian Arab Rep.",THA,SYR,215
2021,Togo,"Syrian Arab Rep.",TGO,SYR,18
2021,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,64
2021,Tunisia,"Syrian Arab Rep.",TUN,SYR,2523
2021,Türkiye,"Syrian Arab Rep.",TUR,SYR,3737369
2021,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,439
2021,Uganda,"Syrian Arab Rep.",UGA,SYR,18
2021,Ukraine,"Syrian Arab Rep.",UKR,SYR,512
2021,Uruguay,"Syrian Arab Rep.",URY,SYR,66
2021,"United States of America","Syrian Arab Rep.",USA,SYR,8799
2021,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,33
2021,Yemen,"Syrian Arab Rep.",YEM,SYR,2513
2021,Zambia,"Syrian Arab Rep.",ZMB,SYR,36
2023,Albania,"Syrian Arab Rep.",ALB,SYR,21
2023,Algeria,"Syrian Arab Rep.",DZA,SYR,7706
2023,Angola,"Syrian Arab Rep.",AGO,SYR,0
2023,Egypt,"Syrian Arab Rep.",EGY,SYR,153756
2023,Argentina,"Syrian Arab Rep.",ARG,SYR,402
2023,Armenia,"Syrian Arab Rep.",ARM,SYR,4906
2023,Australia,"Syrian Arab Rep.",AUS,SYR,154
2023,Austria,"Syrian Arab Rep.",AUT,SYR,87167
2023,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,34
2023,Bahrain,"Syrian Arab Rep.",BHR,SYR,5
2023,Belgium,"Syrian Arab Rep.",BEL,SYR,18909
2023,Benin,"Syrian Arab Rep.",BEN,SYR,42
2023,"Burkina Faso","Syrian Arab Rep.",BFA,SYR,0
2023,Belarus,"Syrian Arab Rep.",BLR,SYR,27
2023,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,22
2023,Brazil,"Syrian Arab Rep.",BRA,SYR,5982
2023,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,27
2023,Bulgaria,"Syrian Arab Rep.",BGR,SYR,27366
2023,Canada,"Syrian Arab Rep.",CAN,SYR,912
2023,Chad,"Syrian Arab Rep.",TCD,SYR,53
2023,China,"Syrian Arab Rep.",CHN,SYR,23
2023,Chile,"Syrian Arab Rep.",CHL,SYR,113
2023,Cameroon,"Syrian Arab Rep.",CMR,SYR,16
2023,Congo,"Syrian Arab Rep.",COG,SYR,18
2023,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,15
2023,Colombia,"Syrian Arab Rep.",COL,SYR,13
2023,"Costa Rica","Syrian Arab Rep.",CRI,SYR,6
2023,Cuba,"Syrian Arab Rep.",CUB,SYR,29
2023,Cyprus,"Syrian Arab Rep.",CYP,SYR,13062
2023,Czechia,"Syrian Arab Rep.",CZE,SYR,318
2023,Denmark,"Syrian Arab Rep.",DNK,SYR,18039
2023,Djibouti,"Syrian Arab Rep.",DJI,SYR,11
2023,"Dominican Rep.","Syrian Arab Rep.",DOM,SYR,0
2023,Ecuador,"Syrian Arab Rep.",ECU,SYR,157
2023,Estonia,"Syrian Arab Rep.",EST,SYR,87
2023,Ethiopia,"Syrian Arab Rep.",ETH,SYR,110
2023,Finland,"Syrian Arab Rep.",FIN,SYR,2702
2023,France,"Syrian Arab Rep.",FRA,SYR,43589
2023,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,17677
2023,Georgia,"Syrian Arab Rep.",GEO,SYR,465
2023,Germany,"Syrian Arab Rep.",DEU,SYR,705812
2023,Ghana,"Syrian Arab Rep.",GHA,SYR,272
2023,Greece,"Syrian Arab Rep.",GRC,SYR,45878
2023,Guinea,"Syrian Arab Rep.",GIN,SYR,14
2023,Croatia,"Syrian Arab Rep.",HRV,SYR,551
2023,Hungary,"Syrian Arab Rep.",HUN,SYR,805
2023,Iceland,"Syrian Arab Rep.",ISL,SYR,287
2023,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,164
2023,India,"Syrian Arab Rep.",IND,SYR,56
2023,Indonesia,"Syrian Arab Rep.",IDN,SYR,15
2023,Ireland,"Syrian Arab Rep.",IRL,SYR,2097
2023,Iraq,"Syrian Arab Rep.",IRQ,SYR,271997
2023,Italy,"Syrian Arab Rep.",ITA,SYR,3603
2023,Jordan,"Syrian Arab Rep.",JOR,SYR,649091
2023,Japan,"Syrian Arab Rep.",JPN,SYR,385
2023,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,12
2023,Kenya,"Syrian Arab Rep.",KEN,SYR,5
2023,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,50
2023,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1273
2023,Kuwait,"Syrian Arab Rep.",KWT,SYR,174
2023,Liberia,"Syrian Arab Rep.",LBR,SYR,67
2023,Libya,"Syrian Arab Rep.",LBY,SYR,359
2023,Lebanon,"Syrian Arab Rep.",LBN,SYR,784884
2023,Lithuania,"Syrian Arab Rep.",LTU,SYR,496
2023,Luxembourg,"Syrian Arab Rep.",LUX,SYR,3367
2023,Latvia,"Syrian Arab Rep.",LVA,SYR,299
2023,Madagascar,"Syrian Arab Rep.",MDG,SYR,5
2023,Mauritania,"Syrian Arab Rep.",MRT,SYR,413
2023,"North Macedonia","Syrian Arab Rep.",MKD,SYR,0
2023,Monaco,"Syrian Arab Rep.",MCO,SYR,5
2023,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,200
2023,Mexico,"Syrian Arab Rep.",MEX,SYR,42
2023,Mali,"Syrian Arab Rep.",MLI,SYR,24
2023,Malaysia,"Syrian Arab Rep.",MYS,SYR,394
2023,Morocco,"Syrian Arab Rep.",MAR,SYR,5777
2023,Mozambique,"Syrian Arab Rep.",MOZ,SYR,0
2023,Malta,"Syrian Arab Rep.",MLT,SYR,2191
2023,Mauritius,"Syrian Arab Rep.",MUS,SYR,0
2023,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,58378
2023,Niger,"Syrian Arab Rep.",NER,SYR,5
2023,Nigeria,"Syrian Arab Rep.",NGA,SYR,433
2023,Norway,"Syrian Arab Rep.",NOR,SYR,15978
2023,"New Zealand","Syrian Arab Rep.",NZL,SYR,55
2023,Oman,"Syrian Arab Rep.",OMN,SYR,8
2023,Pakistan,"Syrian Arab Rep.",PAK,SYR,53
2023,Panama,"Syrian Arab Rep.",PAN,SYR,5
2023,Paraguay,"Syrian Arab Rep.",PRY,SYR,79
2023,Peru,"Syrian Arab Rep.",PER,SYR,46
2023,Philippines,"Syrian Arab Rep.",PHL,SYR,154
2023,Poland,"Syrian Arab Rep.",POL,SYR,298
2023,Portugal,"Syrian Arab Rep.",PRT,SYR,951
2023,Qatar,"Syrian Arab Rep.",QAT,SYR,26
2023,Romania,"Syrian Arab Rep.",ROU,SYR,2379
2023,"South Africa","Syrian Arab Rep.",ZAF,SYR,39
2023,"Russian Federation","Syrian Arab Rep.",RUS,SYR,136
2023,Rwanda,"Syrian Arab Rep.",RWA,SYR,5
2023,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,317
2023,Senegal,"Syrian Arab Rep.",SEN,SYR,0
2023,Somalia,"Syrian Arab Rep.",SOM,SYR,1367
2023,Spain,"Syrian Arab Rep.",ESP,SYR,17258
2023,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,48
2023,Sudan,"Syrian Arab Rep.",SDN,SYR,26582
2023,Slovakia,"Syrian Arab Rep.",SVK,SYR,60
2023,Slovenia,"Syrian Arab Rep.",SVN,SYR,368
2023,Sweden,"Syrian Arab Rep.",SWE,SYR,94873
2023,Switzerland,"Syrian Arab Rep.",CHE,SYR,20444
2023,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2023,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,11
2023,Thailand,"Syrian Arab Rep.",THA,SYR,165
2023,Togo,"Syrian Arab Rep.",TGO,SYR,5
2023,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,42
2023,Tunisia,"Syrian Arab Rep.",TUN,SYR,3119
2023,Türkiye,"Syrian Arab Rep.",TUR,SYR,3214780
2023,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,526
2023,Uganda,"Syrian Arab Rep.",UGA,SYR,25
2023,Ukraine,"Syrian Arab Rep.",UKR,SYR,512
2023,Uruguay,"Syrian Arab Rep.",URY,SYR,66
2023,"United States of America","Syrian Arab Rep.",USA,SYR,8627
2023,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,33
2023,Yemen,"Syrian Arab Rep.",YEM,SYR,2482
2023,Zambia,"Syrian Arab Rep.",ZMB,SYR,45
2022,Albania,"Syrian Arab Rep.",ALB,SYR,23
2022,Algeria,"Syrian Arab Rep.",DZA,SYR,7803
2022,Angola,"Syrian Arab Rep.",AGO,SYR,0
2022,Egypt,"Syrian Arab Rep.",EGY,SYR,145658
2022,Argentina,"Syrian Arab Rep.",ARG,SYR,450
2022,Armenia,"Syrian Arab Rep.",ARM,SYR,4888
2022,Australia,"Syrian Arab Rep.",AUS,SYR,536
2022,Austria,"Syrian Arab Rep.",AUT,SYR,73923
2022,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,35
2022,Bahrain,"Syrian Arab Rep.",BHR,SYR,5
2022,Belgium,"Syrian Arab Rep.",BEL,SYR,17808
2022,Benin,"Syrian Arab Rep.",BEN,SYR,41
2022,"Burkina Faso","Syrian Arab Rep.",BFA,SYR,0
2022,Belarus,"Syrian Arab Rep.",BLR,SYR,49
2022,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,22
2022,Brazil,"Syrian Arab Rep.",BRA,SYR,3969
2022,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,25
2022,Bulgaria,"Syrian Arab Rep.",BGR,SYR,23726
2022,Canada,"Syrian Arab Rep.",CAN,SYR,512
2022,Chad,"Syrian Arab Rep.",TCD,SYR,50
2022,China,"Syrian Arab Rep.",CHN,SYR,37
2022,Chile,"Syrian Arab Rep.",CHL,SYR,113
2022,Cameroon,"Syrian Arab Rep.",CMR,SYR,5
2022,Congo,"Syrian Arab Rep.",COG,SYR,9
2022,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,12
2022,Colombia,"Syrian Arab Rep.",COL,SYR,13
2022,"Costa Rica","Syrian Arab Rep.",CRI,SYR,6
2022,Cuba,"Syrian Arab Rep.",CUB,SYR,27
2022,Cyprus,"Syrian Arab Rep.",CYP,SYR,10902
2022,Czechia,"Syrian Arab Rep.",CZE,SYR,341
2022,Denmark,"Syrian Arab Rep.",DNK,SYR,19153
2022,Djibouti,"Syrian Arab Rep.",DJI,SYR,10
2022,"Dominican Rep.","Syrian Arab Rep.",DOM,SYR,5
2022,Ecuador,"Syrian Arab Rep.",ECU,SYR,153
2022,Estonia,"Syrian Arab Rep.",EST,SYR,107
2022,Ethiopia,"Syrian Arab Rep.",ETH,SYR,69
2022,Finland,"Syrian Arab Rep.",FIN,SYR,2594
2022,France,"Syrian Arab Rep.",FRA,SYR,40339
2022,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,12682
2022,Georgia,"Syrian Arab Rep.",GEO,SYR,448
2022,Germany,"Syrian Arab Rep.",DEU,SYR,522575
2022,Ghana,"Syrian Arab Rep.",GHA,SYR,243
2022,Greece,"Syrian Arab Rep.",GRC,SYR,42827
2022,Guinea,"Syrian Arab Rep.",GIN,SYR,14
2022,Croatia,"Syrian Arab Rep.",HRV,SYR,550
2022,Hungary,"Syrian Arab Rep.",HUN,SYR,819
2022,Iceland,"Syrian Arab Rep.",ISL,SYR,256
2022,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,148
2022,India,"Syrian Arab Rep.",IND,SYR,71
2022,Indonesia,"Syrian Arab Rep.",IDN,SYR,19
2022,Ireland,"Syrian Arab Rep.",IRL,SYR,2520
2022,Iraq,"Syrian Arab Rep.",IRQ,SYR,257439
2022,Italy,"Syrian Arab Rep.",ITA,SYR,3578
2022,Jordan,"Syrian Arab Rep.",JOR,SYR,660892
2022,Japan,"Syrian Arab Rep.",JPN,SYR,309
2022,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,13
2022,Kenya,"Syrian Arab Rep.",KEN,SYR,5
2022,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,61
2022,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1261
2022,Kuwait,"Syrian Arab Rep.",KWT,SYR,165
2022,Liberia,"Syrian Arab Rep.",LBR,SYR,40
2022,Libya,"Syrian Arab Rep.",LBY,SYR,424
2022,Lebanon,"Syrian Arab Rep.",LBN,SYR,814715
2022,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,34
2022,Lithuania,"Syrian Arab Rep.",LTU,SYR,488
2022,Luxembourg,"Syrian Arab Rep.",LUX,SYR,2912
2022,Latvia,"Syrian Arab Rep.",LVA,SYR,318
2022,Madagascar,"Syrian Arab Rep.",MDG,SYR,5
2022,Mauritania,"Syrian Arab Rep.",MRT,SYR,378
2022,"North Macedonia","Syrian Arab Rep.",MKD,SYR,0
2022,Monaco,"Syrian Arab Rep.",MCO,SYR,5
2022,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,203
2022,Mexico,"Syrian Arab Rep.",MEX,SYR,38
2022,Mali,"Syrian Arab Rep.",MLI,SYR,24
2022,Malaysia,"Syrian Arab Rep.",MYS,SYR,409
2022,Montenegro,"Syrian Arab Rep.",MNE,SYR,0
2022,Morocco,"Syrian Arab Rep.",MAR,SYR,5511
2022,Mozambique,"Syrian Arab Rep.",MOZ,SYR,0
2022,Malta,"Syrian Arab Rep.",MLT,SYR,1988
2022,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,56580
2022,Niger,"Syrian Arab Rep.",NER,SYR,5
2022,Nigeria,"Syrian Arab Rep.",NGA,SYR,515
2022,Norway,"Syrian Arab Rep.",NOR,SYR,15964
2022,"New Zealand","Syrian Arab Rep.",NZL,SYR,60
2022,Oman,"Syrian Arab Rep.",OMN,SYR,8
2022,Pakistan,"Syrian Arab Rep.",PAK,SYR,50
2022,Panama,"Syrian Arab Rep.",PAN,SYR,5
2022,Paraguay,"Syrian Arab Rep.",PRY,SYR,79
2022,Peru,"Syrian Arab Rep.",PER,SYR,47
2022,Philippines,"Syrian Arab Rep.",PHL,SYR,141
2022,Poland,"Syrian Arab Rep.",POL,SYR,280
2022,Portugal,"Syrian Arab Rep.",PRT,SYR,918
2022,Qatar,"Syrian Arab Rep.",QAT,SYR,30
2022,Romania,"Syrian Arab Rep.",ROU,SYR,2332
2022,"South Africa","Syrian Arab Rep.",ZAF,SYR,36
2022,"Russian Federation","Syrian Arab Rep.",RUS,SYR,194
2022,Rwanda,"Syrian Arab Rep.",RWA,SYR,5
2022,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,293
2022,Somalia,"Syrian Arab Rep.",SOM,SYR,1121
2022,Spain,"Syrian Arab Rep.",ESP,SYR,16670
2022,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,47
2022,Sudan,"Syrian Arab Rep.",SDN,SYR,93478
2022,Slovakia,"Syrian Arab Rep.",SVK,SYR,55
2022,Slovenia,"Syrian Arab Rep.",SVN,SYR,340
2022,Sweden,"Syrian Arab Rep.",SWE,SYR,111199
2022,Switzerland,"Syrian Arab Rep.",CHE,SYR,20330
2022,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0
2022,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,10
2022,Thailand,"Syrian Arab Rep.",THA,SYR,208
2022,Togo,"Syrian Arab Rep.",TGO,SYR,19
2022,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,50
2022,Tunisia,"Syrian Arab Rep.",TUN,SYR,2497
2022,Türkiye,"Syrian Arab Rep.",TUR,SYR,3535898
2022,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,475
2022,Uganda,"Syrian Arab Rep.",UGA,SYR,28
2022,Ukraine,"Syrian Arab Rep.",UKR,SYR,517
2022,Uruguay,"Syrian Arab Rep.",URY,SYR,66
2022,"United States of America","Syrian Arab Rep.",USA,SYR,8807
2022,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,33
2022,Yemen,"Syrian Arab Rep.",YEM,SYR,2520
2022,Zambia,"Syrian Arab Rep.",ZMB,SYR,21
2010,Egypt,Yemen,EGY,YEM,205
2010,Australia,Yemen,AUS,YEM,6
2010,Austria,Yemen,AUT,YEM,9
2010,Belgium,Yemen,BEL,YEM,5
2010,Bulgaria,Yemen,BGR,YEM,0
2010,Canada,Yemen,CAN,YEM,274
2010,Cyprus,Yemen,CYP,YEM,5
2010,Denmark,Yemen,DNK,YEM,5
2010,Ethiopia,Yemen,ETH,YEM,12
